Type_of_water,Brine,Location,Li_gL,Mg_gL,Na_gL,K_gL,Ca_gL,SO4_gL,Cl_gL,MLR,TDS_gL
Salt lake brine,Laguna Verde,Bolivia,0.00251228,0.01930214,0.4784,0.061387,0.0200999999999999,0.5734782,0.506935,7.683116531596798,
Salt lake brine,Laguna Verde,Bolivia,0.00439996,0.0228027799999999,0.3128,0.056695,0.0221,0.249756,0.54593,5.182497113610123,
Salt lake brine,Laguna Verde,Bolivia,2.082e-05,0.0017017,0.00897,0.0017986,0.00193,0.0225740999999999,0.00294235,81.73390970220942,
Salt lake brine,Laguna Verde,Bolivia,0.00040946,0.0043514899999999,0.05106,0.0038318,0.00464,0.02439924,0.089334,10.627387290577833,
Salt lake brine,Laguna Verde,Bolivia,0.00530216,0.0359788,0.5796,0.035581,0.0121999999999999,0.2218986,0.8614350000000001,6.785687342517011,
Salt lake brine,Laguna Verde,Bolivia,0.161008,1.159587,10.81,1.3685,0.193,9.79812,16.767850000000003,7.202045861075225,
Salt lake brine,Collpa,Bolivia,0.00059684,0.00320892,17.112,1.2590200000000005,0.00175,0.4735757999999999,5.2466,5.376516319281549,
Salt lake brine,Hedionda Sur,Bolivia,0.00049968,0.00639353,12.558,1.6813,0.00408,1.661838,5.28205,12.795248959333977,
Salt lake brine,Totoral,Bolivia,4.164e-05,0.0003160299999999,0.011707,0.0013685,0.0016,0.00797298,0.00428945,7.589577329490873,
Salt lake brine,Totoral,Bolivia,0.00025678,0.00065637,0.09039,0.0004692,0.00439,0.0446679,0.0185758,2.5561570215748888,
Salt lake brine,Catalcito,Bolivia,0.00044416,0.00303875,0.04922,0.0060214,0.00439,0.01661838,0.069482,6.841566102305475,
Salt lake brine,Catalcito,Bolivia,4.8580000000000006e-05,0.00014586,0.0138,0.0013294,0.00264,0.01306416,0.0051757,3.0024701523260595,
Salt lake brine,Catalcito,Bolivia,0.0310218,0.0085085,3.312,0.315146,0.0142999999999999,0.72045,4.821200000000001,0.2742748647725148,
Salt lake brine,Bush,Bolivia,0.00018044,0.0017260099999999,0.022402,0.0029325,0.00414,0.00950994,0.0168742,9.565561959654175,
Salt lake brine,Bush,Bolivia,6.9400000000000005e-06,0.0021149699999999,0.08418,0.0053176,0.0038399999999999,0.03573432,0.1279745,304.750720461095,
Salt lake brine,Bush,Bolivia,0.0006593,0.0006806799999999,0.1018899999999999,0.0021896,0.0024,0.05513844,0.1116675,1.0324283330805395,
Salt lake brine,Bush,Bolivia,0.176276,0.1631201,25.3,0.99314,0.151,10.470540000000002,34.2447,0.9253676053461616,
Salt lake brine,Pelada,Bolivia,9.716000000000002e-06,0.0007293,0.006233,0.0028542999999999,0.00131,0.01047054,0.0031196,75.0617538081515,
Salt lake brine,Pelada,Bolivia,0.0192238,0.0790075,5.267,1.04788,0.0676,5.264088,5.707450000000001,4.109879420301917,
Salt lake brine,Loromayu,Bolivia,0.00074952,0.0038895999999999,0.07935,0.0143888,0.01,0.04543638,0.0854345,5.189454584267264,
Salt lake brine,Loromayu,Bolivia,0.00038864,0.00245531,0.0528999999999999,0.0141933,0.00511,0.02122926,0.036159,6.317697612186084,
Salt lake brine,Loromayu,Bolivia,3.08136,8.7516,83.26,36.9886,0.0378999999999999,26.12832,178.668,2.840174468416543,
Salt lake brine,Luriques,Bolivia,2.776e-05,0.0063206,0.017894,0.0123947,0.00601,0.04476396,0.00358045,227.6873198847262,
Salt lake brine,Luriques,Bolivia,0.00036782,0.00330616,0.0391,0.0123947,0.0071099999999999,0.01988442,0.0320468,8.988526996900658,
Salt lake brine,Luriques,Bolivia,0.143658,0.1679821,9.706,2.02929,0.394,3.688704,17.760450000000002,1.169319494911526,
Salt lake brine,Mama Kumu,Bolivia,2.776e-05,0.00104533,0.012006,0.0016031,0.00202,0.00797298,0.01088315,37.65597982708933,
Salt lake brine,Mama Kumu,Bolivia,0.00024984,0.00255255,0.06739,0.0041837,0.0029,0.0140247599999999,0.0974875,10.216738712776175,
Salt lake brine,Mama Kumu,Bolivia,0.00018738,0.00150722,0.05405,0.0037536,0.00141,0.0148893,0.073027,8.04365460561426,
Salt lake brine,Mama Kumu,Bolivia,0.165172,1.585012,39.56,2.70181,1.0,0.883752,76.9265,9.59613009468917,
Salt lake brine,Chojllas,Bolivia,2.776e-05,0.0018718699999999,0.008027,0.0021505,0.00206,0.00749268,0.0053529499999999,67.43047550432276,
Salt lake brine,Chojllas,Bolivia,0.0006593,0.00077792,0.04462,0.0026197,0.00104,0.0120075,0.0606195,1.1799180949491883,
Salt lake brine,Chojllas,Bolivia,0.0650278,0.187187,5.474,0.40664,0.185,0.408255,10.7768,2.878568858242167,
Salt lake brine,Coruto,Bolivia,2.082e-05,0.0021879,0.007038,0.0017204,0.00202,0.00999024,0.00592015,105.0864553314121,
Salt lake brine,Coruto,Bolivia,2.776e-05,0.0013856699999999,0.007728,0.0018768,0.00185,0.00970206,0.0075154,49.91606628242074,
Salt lake brine,Coruto,Bolivia,0.0083279999999999,0.0252824,0.5151999999999999,0.081719,0.0530999999999999,0.1143114,1.187575,3.03583093179635,
Salt lake brine,Coruto,Bolivia,0.00167948,0.0012398099999999,0.11109,0.0159919,0.0041899999999999,0.01239174,0.1527895,0.738210636625622,
Salt lake brine,Coruto,Bolivia,0.00056908,0.0044244199999999,0.05359,0.012512,0.0056599999999999,0.0278573999999999,0.044667,7.774688971673576,
Salt lake brine,Coruto,Bolivia,9.716000000000002e-06,0.00162877,0.005865,0.0038318,0.00166,0.0113350799999999,0.00237515,167.637916838205,
Salt lake brine,Coruto,Bolivia,0.337978,1.58015,36.11,2.74091,1.36,2.16135,72.318,4.675304309747971,
Salt lake brine,Atacama (Ata.),Chile,1.57,9.65,91.0,23.6,0.45,15.9,189.5,6.146496815286624,332.3
Salt lake brine,Maricunga (Mari.),Chile,0.9,6.1,71.0,6.9,11.24,0.6,159.1,6.777777777777777,255.84
Salt lake brine,Qarhan Salt Lake (Qar.),China,0.279,108.5,2.281,0.763,0.107,6.39,199.23,388.88888888888886,317.55
Salt lake brine,Longmucuo Salt Lake (Log.),China,0.865,75.41,11.1,15.59,0.12,25.9,178.89,87.17919075144508,307.875
Salt lake brine,Zabuye N,China,1.848,0.024,124.55,26.08,0.0,59.28,149.65,0.0129870129870129,395.77
Salt lake brine,Zabuye S,China,1.085,0.02,118.55,25.38,0.0,47.24,138.33,0.0184331797235023,367.44
Salt lake brine,Zabuye S intercryst,China,1.742,0.005,135.35,36.56,0.0,44.77,166.04,0.0028702640642939,437.52
Salt lake brine,Bangkog II N,China,0.177,0.011,48.76,10.36,0.0,15.92,59.51,0.0621468926553672,148.57
Salt lake brine,Bangkog III W,China,0.025,0.023,14.61,2.025,0.008,16.42,10.73,0.92,46.77
Salt lake brine,shuangzui,China,0.271,17.81,92.56,6.52,0.496,5.69,187.99,65.71955719557195,317.58
Salt lake brine,Margay,China,0.03,0.767,28.33,0.606,0.018,2.536,44.68,25.566666666666663,78.73
Salt lake brine,Yongbo,China,0.166,4.968,106.95,5.38,0.658,7.909,187.33,29.927710843373493,314.68
Salt lake brine,Yupan,China,0.074,5.444,113.45,1.58,0.433,15.4,187.53,73.56756756756756,324.75
Salt lake brine,Langmu,China,0.17,14.43,36.88,4.032,1.104,7.137,103.02,84.88235294117646,167.86
Salt lake brine,Rola,China,0.024,4.142,34.19,1.14,0.671,2.425,60.91,172.58333333333334,103.84
Salt lake brine,Lixi’oidain,China,0.171,2.198,47.74,2.32,2.848,2.113,81.1,12.853801169590644,139.21
Salt lake brine,Xijir Ulan,China,0.101,2.48,92.94,3.128,0.284,4.108,152.37,24.55445544554455,255.97
Salt lake brine,Aqqikkol,China,0.007,3.216,24.81,1.735,0.065,8.777,39.33,459.4285714285714,81.7
Salt lake brine,Ayakkum,China,0.003,8.266,47.14,0.72,0.396,5.511,93.21,2755.333333333333,157.14
Salt lake brine,Mangnai,China,0.01,1.053,12.75,0.15,0.964,6.833,19.46,105.3,41.31
Salt lake brine,XiligouL.,China,0.003,11.12,78.97,1.636,0.48,47.256,121.13,3706.6666666666665,261.32
Salt lake brine,Cam,China,0.000608,0.003629,43.946,7.816,0.34,16.13,77.112,5.968749999999999,152.62
Salt lake brine,Cam,China,0.001227,0.005614,48.541,9.909,0.38,16.483,92.473,4.5753871230643846,178.89
Salt lake brine,Nyer,China,0.000224,0.009328,49.693,7.825,0.451,73.424,51.535,41.64285714285714,199.52
Salt lake brine,Nyer,China,0.000655,0.016253,40.119,17.037,0.451,43.441,92.063,24.813740458015268,215.57
Salt lake brine,Chagcam Caka II,China,0.000278,0.010804,86.453,13.83,0.308,45.61,143.2,38.86330935251799,303.99
Salt lake brine,Yibug,China,4.3e-05,0.000903,33.849,1.164,0.156,17.12,43.41,21.0,97.03
Salt lake brine,Chagbo,China,0.000243,0.004847,72.323,16.1,0.033,24.854,131.36,19.946502057613166,251.64
Salt lake brine,Chagbo,China,0.00018,0.004152,58.887,10.457,0.104,18.674,100.509,23.066666666666663,194.11
Salt lake brine,Gomo,China,5.6e-05,0.000343,71.574,2.83,0.024,6.392,109.7,6.125,192.18
Salt lake brine,Gas Hure,China,2.5e-05,0.02961,76.911,4.511,0.406,45.238,175.757,1184.4,333.43
Salt lake brine,Yiliping,China,0.000262,0.024196,81.325,11.019,0.374,13.832,196.464,92.35114503816791,327.92
Salt lake brine,Xi Taijnar,China,0.000201,0.013656,103.205,6.894,0.295,24.0,188.047,67.94029850746269,337.57
Salt lake brine,Dong Taijinar,China,0.000159,0.005688,116.386,3.786,0.434,18.031,187.037,35.773584905660385,332.41
Salt lake brine,Suli,China,0.000191,0.018226,94.452,7.266,0.274,22.569,189.136,95.4240837696335,333.33
Salt lake brine,Da Qaidam,China,8.5e-05,0.009702,88.352,3.222,0.453,16.57,155.982,114.14117647058823,275.48
Salt lake brine,Kunteyi,China,2.7e-05,0.037933,53.734,12.219,7.286,0.843,216.859,1404.925925925926,329.4
Salt lake brine,Potash,China,2.1e-05,0.09027,4.094,5.368,10.82,0.042,293.406,4298.571428571429,404.3
Salt lake brine,Niulang-Zhinü,China,4.7e-05,0.07239,0.0,0.68,99.454,0.0,382.362,1540.212765957447,556.0
Salt lake brine,Qarhan,China,1.6e-05,0.028679,71.319,12.11,1.017,6.414,201.555,1792.4375,321.59
Salt lake brine,Dabsun Hu (Dab.),China,0.35,115.2,1.89,0.78,0.04,11.62,334.8,329.1428571428572,465.1
Salt lake brine,West Taijinar Salt Lake,China,0.784,60.584,21.011,15.995,0.185,25.08,194.81,77.27551020408163,318.449
Salt lake brine,West Taijinar Salt Lake,China,0.31,20.2,56.3,4.4,0.2,34.1,134.2,65.16129032258064,249.71
Salt lake brine,West Taijinar Salt Lake,China,0.26,15.36,102.4,8.45,0.2,,212.0,59.07692307692307,338.7
Salt lake brine,Lop Nur Salt Lake brine ,China,0.22,105.28,1.849,3.83,0.0,37.6,222.4,478.54545454545456,371.179
Salt lake brine,East Taijinar Salt Lake ,China,1.092,34.86,76.78,18.708,0.216,79.3,177.74,31.92307692307692,390.114
Salt lake brine,East Taijinar Salt Lake ,China,0.14,5.64,117.0,3.79,0.43,,202.0,40.28571428571428,329.0
Salt lake brine,Zabuye (Zab.),China,0.489,0.026,72.9,16.6,0.106,,95.3,0.0531697341513292,185.421
Salt lake brine,Laguocuo Salt Lake (Lag.),China,0.0274,0.08,3.15,0.25,,2.07,1.26,2.9197080291970803,43.99
Salt lake brine,Zangnan salt  lake (Zan.),China,0.261,0.1,57.24,10.04,,5.51,69.35,0.3831417624521073,166.72
Salt lake brine,Hot spring,"31°18'14.37""N,90°38'48.72""E",0.00135,0.0817,0.1431,0.223,0.0673,0.0009,0.0237,60.51851851851852,0.9395
Salt lake brine,Hot spring,"31°11'06.12""N,90°19'00.77""E",0.0035,0.0036,0.0892999999999999,0.0418,0.0547999999999999,0.0202,0.0883,1.0285714285714285,0.4528
Salt lake brine,Hot spring,"31°10'24.70""N,89°51'19.25""E",0.00186,0.002,0.1906,0.0769,0.0198999999999999,0.1189,0.027,1.075268817204301,0.6846
Salt lake brine,Hot spring,"31°20'21.25""N, 84°45'03.87""E",0.00077,0.0023,0.2243,0.0742999999999999,0.0229,0.1974,0.0476,2.987012987012987,0.7986
Salt lake brine,Hot spring,"32°57'46.94""N,86°35'47.16""E",0.00275,0.0251,0.4451,0.0619,0.0257,0.0528999999999999,0.085,9.127272727272729,1.3303
Salt lake brine,Hot spring,"32°57'44.87""N, 86°35'49.36""E",0.00686,0.0272,0.6822999999999999,0.1148,0.0332,0.0746,0.0988,3.9650145772594745,2.013
Salt lake brine,Hot spring,"31°28'22.53""N, 86°41'40.61""E",0.0089199999999999,0.0095,1.314,0.174,0.0153,0.759,1.061,1.0650224215246638,3.8445
Salt lake brine,Cold spring,"31°37'12.00""N, 89°30'36.00""E",2e-05,0.0016,0.0188,0.0002,0.0130999999999999,0.001,0.0008,80.0,0.0831
Salt lake brine,Cold spring,"31°44'24.00""N,89°25'48.00""E",0.00014,0.029,0.0421,0.0335,0.032,0.037,0.0202,207.14285714285717,0.3499
Salt lake brine,Cold spring,"31°37'12.70""N,89°30'28.98""E",0.0002099999999999,0.0497,0.0365,0.0113,0.0617,0.036,0.0093,236.66666666666669,0.3278999999999999
Salt lake brine,Cold spring,"31°36'04.11""N,86°47'31.87""E",0.00015,0.0308999999999999,0.0175,0.003,0.0909,0.0384,0.0081999999999999,206.0,0.3937
Salt lake brine,Cold spring,"31°31'46.05""N,86°44'20.04""E",0.0021,0.0494,0.2409,0.0396,0.0584,0.1561,0.1294,23.52380952380952,0.9709
Salt lake brine,Cold spring,"31°20'21.25""N,84°45'03.87""E",1e-05,0.0023,0.0327,0.0008,0.0143,0.019,0.0075,230.0,0.1295
Salt lake brine,Cold spring,"31°18’36.89""N, 84°05'57.66""E",0.00027,0.0139,0.0166,0.0077,0.0492,0.0373,0.0348,51.48148148148148,0.2437
Salt lake brine,River,"31°31'48.00""N,89°44'24.00""E",1e-05,0.0033,0.0153,0.0009,0.0251,0.0059,0.0036,329.99999999999994,0.1130999999999999
Salt lake brine,River,"31°31'31.22""N, 89°44'29.54""E",7.000000000000001e-05,0.0172,0.0526,0.0035,0.0152,0.0322,0.0068,245.7142857142857,0.1662
Salt lake brine,River,"31°42’09.62""N,89°36'56.68""E",0.00053,0.1992,0.0694,0.0542,0.0053,0.3579,0.151,375.8490566037736,1.0062
Salt lake brine,River,"31°43'48.00""N, 89°25'48.00""E",3e-05,0.0104,0.0327,0.0025,0.0416,0.0238999999999999,0.0072,346.6666666666667,0.2315
Salt lake brine,River,"31°11’06.12""N,90°19'00.77""E",1e-05,0.0035,0.0602,0.0017,0.0163999999999999,0.0189,0.003,350.0,0.204
Salt lake brine,River,"31°19'21.63""N,84°41'56.01""E",0.00054,0.0056,0.1448,0.0206,0.0091,0.1041,0.0247,10.37037037037037,0.4576
Salt lake brine,River,"31°15'07.04""N, 84°23'11.58""E",0.00265,0.0207,0.8905,0.0130999999999999,0.0133,0.1124,0.3029,7.811320754716981,2.2846
Salt lake brine,River,"31°14'48.88""N, 83°59'09.31""E",0.00081,0.0211,0.0518,0.0264,0.0166,0.0647,0.034,26.049382716049383,0.3116
Salt lake brine,River,"32°57'47.21""N, 86°35'46.87""E",0.0005,0.0331,0.0978,0.0141,0.0436,0.041,0.0378,66.2,0.4631
Salt lake brine,Lake,"31°45'41.44""N, 89°27'26.58""E",0.0283999999999999,0.107,217.222,2.044,0.1100999999999999,251.329,150.476,3.767605633802817,622.382
Salt lake brine,Lake,"31°46'02.22""N,89°26'37.27""E",0.00656,0.0711,0.7196,2.34,0.0259,1.901,1.226,10.83841463414634,7.0195
Salt lake brine,Lake,"31°44'22.41""N, 89°25'49.68""E",0.031,0.1161,2.087,4.384,0.168,4.413,3.122,3.7451612903225806,15.5357
Salt lake brine,Lake,"31°43'29.54""N, 89°25'34.41""E",0.0329,0.0989,6.242,4.188,0.115,8.975,5.831,3.0060790273556237,26.7025
Salt lake brine,Lake,"31°41'60.00""N,89°26'24.00""E",0.0326,0.1087,6.423,4.29,0.1378,9.29,6.057,3.3343558282208585,27.5431
Salt lake brine,Lake,"31°46'55.71""N,89°36'07.63""E",0.0304,0.0999,7.398,6.935,0.0554,11.682,7.949,3.286184210526316,35.4198
Salt lake brine,Lake,"31°44'33.56""N,89°36'35.76""E",0.0395,0.0573,8.798,5.895,0.1120999999999999,12.321,8.554,1.450632911392405,37.1368
Salt lake brine,Lake,"31°44'51.46""N,89°35'36.13""E",0.0339,0.0731,8.461,5.15,0.0065,11.55,7.815,2.1563421828908558,34.4303
Salt lake brine,Lake,"31°47'11.63""N, 89°37'19.10""E",0.0698,0.1728,7.755,7.825,0.0251,8.027,11.95,2.475644699140401,37.2399
Salt lake brine,Lake,"31°34'48.00""N,89°11'24.00""E",0.0087,0.1779,3.494,0.3558,0.0048,4.141,1.959,20.448275862068968,10.7845
Salt lake brine,Lake,"31°34'41.26""N, 89°11'25.41""E",0.0116999999999999,0.1757,0.8946000000000001,0.9865,0.0862,1.691,1.086,15.01709401709402,5.4399
Salt lake brine,Lake,"31°41'30.70""N,88°46'14.76""E",0.0124,0.1804,0.9071,1.073,0.0708,1.794,1.161,14.548387096774194,5.6487
Salt lake brine,Lake,"30°41’60.00""N,90°52'48.00""E",0.00375,0.0937,1.279,0.9026,0.012,1.623,0.8749,24.986666666666668,5.6547
Salt lake brine,Lake,"30°53'24.00""N,91°01'48.00""E",0.00039,0.0769,0.2656,0.0339,0.0096,0.2017,0.063,197.1794871794872,1.0545
Salt lake brine,Lake,"31°34’35.89""N, 86°47'50.81""E",0.347,0.1134,36.08,21.97,0.0165,5.712,65.572,0.3268011527377522,134.731
Salt lake brine,Lake,"31°18’36.89""N, 84°05'57.66""E",0.821,0.0092,73.374,59.1,0.0672,26.554,146.304,0.0112058465286236,306.237
Salt lake brine,Lake,"31°18'36.89""N, 84°05'57.66""E",1.069,0.1163,68.931,124.9,0.0948,68.506,151.184,0.1087932647333957,429.47
Salt lake brine,Lake,"31°19'22.74""N, 84°04'19.91""E",1.483,0.0347,49.816,172.34,0.0847,37.604,177.185,0.0233985165205664,461.496
Salt lake brine,Timbalier Bay,"Louisiana, USA",0.038,0.62,31.0,0.14,1.62,0.002,53.8,16.315789473684212,89.7
Salt lake brine,West Bay,"Louisiana, USA",0.095,0.66,39.7,0.52,5.7,0.08,73.4,6.947368421052632,124.0
Salt lake brine,Aguas Calientes,Northern Chile,0.152,1.361,25.46,1.183,2.538,3.154,46.69,8.953947368421053,81.436
Salt lake brine,Ascotán,Northern Chile,0.186,5.125,45.0,3.5,0.92,25.0,70.0,27.553763440860216,153.6
Salt lake brine,Ascotán,Northern Chile,0.082,0.827,13.87,1.67,1.195,4.693,24.0,10.085365853658535,47.022
Salt lake brine,Atacama,Northern Chile,1.57,9.65,91.0,23.6,0.45,15.9,189.5,6.146496815286624,370.0
Salt lake brine,Atacama,Northern Chile,0.94,6.35,85.8,13.0,1.1,8.54,163.9,6.75531914893617,310.0
Salt lake brine,Atacama,Northern Chile,0.52,5.33,45.1,9.0,0.9,18.17,83.78,10.25,190.0
Salt lake brine,Atacama,Northern Chile,0.29,1.81,18.22,4.22,0.36,3.43,36.75,6.241379310344828,73.0
Salt lake brine,Atacama,Northern Chile,0.19,1.93,14.84,2.9,1.08,7.9,27.5,10.157894736842104,62.0
Salt lake brine,Atacama,Northern Chile,0.13,0.75,10.28,1.69,1.16,2.16,20.3,5.769230769230769,40.1
Salt lake brine,"Bellavista, Pintados",Northern Chile,0.085,3.665,50.0,5.403,5.935,2.72,100.6,43.11764705882353,170.3
Salt lake brine,Huasco,Northern Chile,0.13,1.75,38.0,10.0,0.84,13.6,83.6,13.461538461538462,150.1
Salt lake brine,Lagunas,Northern Chile,0.412,3.63,126.8,14.28,0.11,47.77,176.6,8.810679611650485,390.0
Salt lake brine,Punta Negra,Northern Chile,0.32,2.62,86.0,10.0,2.08,4.48,164.5,8.1875,271.9
Salt lake brine,Pujsa,Northern Chile,0.137,0.653,28.5,1.295,0.375,28.11,27.66,4.766423357664233,89.298
Salt lake brine,San Martín,Northern Chile,0.187,6.252,28.16,2.614,1.566,2.49,60.05,33.4331550802139,102.138
Salt lake brine,Surire,Northern Chile,0.34,1.25,54.0,8.7,0.75,20.3,79.8,3.676470588235294,167.2
Salt lake brine,Hot Springs,Northern Chile,0.0083,0.028,1.21,0.2,0.135,0.534,1.905,3.3734939759036147,4.357
Salt lake brine,Rivers,Northern Chile,0.0001,0.0043,0.023,0.0028,0.001,0.02,0.022,43.0,0.152
Salt lake brine,Catal Lagoon,Argentina,0.0021,0.072,0.015,0.076,0.21,1.1,0.9,34.285714285714285,3.5
Salt lake brine,Zabuye Caka Surface brine,"Tibet, China",0.626,0.033,93.48,21.24,0.136,34.75,122.24,0.0527156549520766,282.63
Salt lake brine,Bangkog Cuo Lake surface brine,"Tibet, China",0.104,0.132,26.0,4.27,,17.66,23.92,1.2692307692307694,68.52
Salt lake brine,Bangkog Cuo Lake  interstitial brine ,"Tibet, China",0.245,0.075,35.94,3.91,0.0004,95.44,19.89,0.3061224489795918,119.2
Salt lake brine,Bangkog Cuo Lake surface brine,"Tibet, China",0.127,0.11,62.01,7.85,,1.81,39.64,0.8661417322834646,221.88
Salt lake brine,Guogaling Cuo Surface brine,"Tibet, China",0.112,0.01,40.5,3.42,,85.65,16.3,0.0892857142857142,114.17
Salt lake brine,Guogaling Cuo Interstitial brine,"Tibet, China",0.15,0.064,51.01,7.86,,73.87,41.29,0.4266666666666667,125.97
Salt lake brine,Da Qaidam,China,0.383,24.93,69.47,5.43,0.25,42.07,165.6,65.09138381201045,309.11
Salt lake brine,Da Qaidam,China,0.226,14.51,96.35,4.46,0.37,25.3,175.58,64.20353982300885,318.43
Salt lake brine,Kiao Qaidam,China,0.046,4.69,65.33,1.56,0.96,42.94,146.04,101.95652173913044,261.78
Salt lake brine,Mahai,China,0.062,11.6,97.61,1.93,0.85,28.15,130.95,187.0967741935484,270.35
Salt lake brine,Qinghai Lake,China,0.00084,0.00079,0.00393,0.00016,,0.00235,0.00579,0.9404761904761904,0.01423
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0334,0.0003,3.811,0.223,0.345,0.0535,5.953,0.0089820359281437,11187.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0351,0.0013,3.435,0.177,0.3,0.052,5.994,0.037037037037037,10752.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0361,0.0001,3.298,0.172,0.285,0.0498,6.152100000000001,0.002770083102493,11693.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0472,0.0003,4.267,0.574,0.282,0.0354,8.8353,0.0063559322033898,15296.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0475,0.0002,4.395,0.615,0.292,0.0353,8.065,0.0042105263157894,14464.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0341,0.0023,2.989,0.32,0.196,0.0338,4.9529,0.0674486803519061,9536.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0027,0.164,2.584,0.204,0.62,2.078,3.253,60.74074074074074,8282.0
Salt lake brine,Atacama & Western Cordillera,Northern Chile,0.0116999999999999,0.197,2.262,0.244,0.222,0.919,3.85,16.83760683760684,7334.0
